"caseid"	"degree"	"satfin"
25974	"Lt High School"	"More Or Less"
25975	"High School"	"Satisfied"
25976	"High School"	"Satisfied"
25977	"High School"	"Not At All Sat"
25978	"Lt High School"	"More Or Less"
25979	"High School"	"Satisfied"
25980	"High School"	"Satisfied"
25981	"Lt High School"	"Satisfied"
25982	"Lt High School"	"Satisfied"
25983	"High School"	"More Or Less"
25984	"High School"	"More Or Less"
25985	"Lt High School"	"More Or Less"
25986	"Lt High School"	"More Or Less"
25987	"Graduate"	"Satisfied"
25988	"High School"	"More Or Less"
25989	"Junior College"	"More Or Less"
25990	"Bachelor"	"More Or Less"
25991	"Bachelor"	"More Or Less"
25992	"Junior College"	"Not At All Sat"
25993	"Bachelor"	"More Or Less"
25994	"Bachelor"	"More Or Less"
25995	"High School"	"More Or Less"
25996	"Bachelor"	"Satisfied"
25997	"High School"	"Not At All Sat"
25998	"Lt High School"	"Satisfied"
25999	"High School"	"Not At All Sat"
26000	"Lt High School"	"Not At All Sat"
26001	"High School"	"Satisfied"
26002	"High School"	"Not At All Sat"
26003	"High School"	"Not At All Sat"
26004	"Bachelor"	"Satisfied"
26005	"Graduate"	"Satisfied"
26006	"High School"	"More Or Less"
26008	"High School"	"Satisfied"
26009	"Bachelor"	"More Or Less"
26010	"Graduate"	"Satisfied"
26011	"Lt High School"	"More Or Less"
26012	"Lt High School"	"Satisfied"
26013	"Lt High School"	"Not At All Sat"
26014	"High School"	"More Or Less"
26015	"High School"	"Not At All Sat"
26016	"High School"	"More Or Less"
26017	"Lt High School"	"More Or Less"
26018	"High School"	"More Or Less"
26019	"High School"	"Not At All Sat"
26021	"High School"	"Satisfied"
26022	"Lt High School"	"More Or Less"
26023	"High School"	"Satisfied"
26024	"High School"	"Not At All Sat"
26025	"High School"	"Not At All Sat"
26026	"High School"	"More Or Less"
26027	"Lt High School"	"Not At All Sat"
26028	"High School"	"Satisfied"
26029	"High School"	"Satisfied"
26030	"High School"	"Not At All Sat"
26031	"Bachelor"	"Not At All Sat"
26032	"Bachelor"	"Not At All Sat"
26033	"High School"	"More Or Less"
26034	"High School"	"Satisfied"
26035	"High School"	"Satisfied"
26036	"High School"	"More Or Less"
26037	"High School"	"Satisfied"
26038	"Graduate"	"More Or Less"
26039	"High School"	"More Or Less"
26041	"High School"	"More Or Less"
26042	"High School"	"Not At All Sat"
26043	"High School"	"More Or Less"
26044	"Bachelor"	"Not At All Sat"
26045	"High School"	"Not At All Sat"
26046	"High School"	"Not At All Sat"
26047	"High School"	"More Or Less"
26048	"Lt High School"	"More Or Less"
26049	"Lt High School"	"More Or Less"
26050	"High School"	"More Or Less"
26051	"Lt High School"	"Not At All Sat"
26052	"Lt High School"	"More Or Less"
26053	"High School"	"More Or Less"
26054	"High School"	"Satisfied"
26055	"Bachelor"	"More Or Less"
26056	"Lt High School"	"More Or Less"
26057	"Lt High School"	"More Or Less"
26058	"Lt High School"	"Not At All Sat"
26059	"Lt High School"	"Not At All Sat"
26060	"Bachelor"	"More Or Less"
26061	"Lt High School"	"More Or Less"
26062	"Lt High School"	"Satisfied"
26063	"High School"	"Not At All Sat"
26064	"Lt High School"	"More Or Less"
26065	"Lt High School"	"Satisfied"
26066	"High School"	"More Or Less"
26067	"Bachelor"	"Satisfied"
26068	"Junior College"	"More Or Less"
26069	"Bachelor"	"Satisfied"
26070	"High School"	"Satisfied"
26071	"Lt High School"	"Not At All Sat"
26072	"High School"	"Satisfied"
26073	"Bachelor"	"More Or Less"
26074	"Lt High School"	"Not At All Sat"
26075	"High School"	"Not At All Sat"
26076	"Lt High School"	"Satisfied"
26077	"Lt High School"	"Not At All Sat"
26078	"High School"	"Satisfied"
26079	"High School"	"Satisfied"
26080	"High School"	"Not At All Sat"
26081	"Lt High School"	"More Or Less"
26082	"High School"	"More Or Less"
26083	"Lt High School"	"Satisfied"
26084	"High School"	"Satisfied"
26085	"High School"	"More Or Less"
26086	"High School"	"Not At All Sat"
26087	"High School"	"Satisfied"
26088	"Lt High School"	"Satisfied"
26089	"High School"	"Satisfied"
26090	"Lt High School"	"Satisfied"
26091	"High School"	"Not At All Sat"
26092	"High School"	"Not At All Sat"
26093	"Bachelor"	"Satisfied"
26094	"High School"	"Not At All Sat"
26095	"High School"	"Not At All Sat"
26096	"Lt High School"	"Not At All Sat"
26097	"Lt High School"	"Satisfied"
26098	"High School"	"More Or Less"
26099	"High School"	"More Or Less"
26101	"High School"	"Satisfied"
26102	"High School"	"Satisfied"
26103	"Lt High School"	"More Or Less"
26104	"Junior College"	"More Or Less"
26105	"Lt High School"	"More Or Less"
26106	"High School"	"Not At All Sat"
26107	"High School"	"More Or Less"
26108	"Junior College"	"Not At All Sat"
26109	"High School"	"More Or Less"
26110	"Bachelor"	"Not At All Sat"
26111	"High School"	"Not At All Sat"
26112	"High School"	"Not At All Sat"
26113	"High School"	"Not At All Sat"
26114	"High School"	"More Or Less"
26115	"Lt High School"	"Not At All Sat"
26116	"High School"	"Not At All Sat"
26117	"High School"	"More Or Less"
26118	"High School"	"More Or Less"
26119	"High School"	"Satisfied"
26120	"Lt High School"	"Satisfied"
26121	"Bachelor"	"Satisfied"
26122	"Bachelor"	"More Or Less"
26123	"High School"	"Not At All Sat"
26124	"High School"	"Not At All Sat"
26125	"Lt High School"	"Not At All Sat"
26126	"Graduate"	"Not At All Sat"
26127	"High School"	"Not At All Sat"
26128	"Lt High School"	"More Or Less"
26129	"Lt High School"	"Satisfied"
26130	"Lt High School"	"Satisfied"
26131	"High School"	"More Or Less"
26132	"Lt High School"	"Not At All Sat"
26133	"High School"	"Not At All Sat"
26134	"High School"	"Not At All Sat"
26135	"Lt High School"	"Not At All Sat"
26136	"High School"	"Satisfied"
26137	"Lt High School"	"Satisfied"
26138	"High School"	"Not At All Sat"
26139	"High School"	"Satisfied"
26140	"Lt High School"	"More Or Less"
26141	"High School"	"More Or Less"
26142	"Lt High School"	"Not At All Sat"
26143	"Junior College"	"Not At All Sat"
26144	"High School"	"Not At All Sat"
26145	"High School"	"More Or Less"
26146	"Bachelor"	"Not At All Sat"
26147	"Lt High School"	"Satisfied"
26148	"High School"	"Satisfied"
26149	"High School"	"Satisfied"
26150	"High School"	"More Or Less"
26151	"Lt High School"	"More Or Less"
26152	"High School"	"Satisfied"
26153	"High School"	"Satisfied"
26154	"High School"	"Satisfied"
26155	"Lt High School"	"Satisfied"
26156	"High School"	"Satisfied"
26157	"High School"	"Satisfied"
26158	"Lt High School"	"More Or Less"
26159	"Graduate"	"More Or Less"
26160	"Lt High School"	"Satisfied"
26161	"Lt High School"	"More Or Less"
26162	"Lt High School"	"Not At All Sat"
26163	"Lt High School"	"Satisfied"
26164	"High School"	"More Or Less"
26165	"Lt High School"	"More Or Less"
26166	"Lt High School"	"Satisfied"
26167	"Lt High School"	"Satisfied"
26168	"Lt High School"	"Not At All Sat"
26169	"Lt High School"	"Satisfied"
26170	"High School"	"Not At All Sat"
26171	"Lt High School"	"More Or Less"
26173	"High School"	"More Or Less"
26174	"High School"	"More Or Less"
26175	"Lt High School"	"More Or Less"
26176	"High School"	"More Or Less"
26177	"Bachelor"	"More Or Less"
26178	"Bachelor"	"Satisfied"
26179	"High School"	"Not At All Sat"
26180	"Lt High School"	"More Or Less"
26181	"Bachelor"	"More Or Less"
26182	"High School"	"More Or Less"
26183	"Graduate"	"Satisfied"
26184	"High School"	"Satisfied"
26185	"Lt High School"	"Satisfied"
26186	"Graduate"	"Satisfied"
26187	"Bachelor"	"Satisfied"
26190	"High School"	"More Or Less"
26191	"Lt High School"	"More Or Less"
26192	"High School"	"Not At All Sat"
26193	"Lt High School"	"Satisfied"
26194	"High School"	"Satisfied"
26196	"Lt High School"	"Satisfied"
26197	"Lt High School"	"Satisfied"
26198	"Lt High School"	"Not At All Sat"
26199	"Lt High School"	"More Or Less"
26200	"Lt High School"	"Not At All Sat"
26201	"Lt High School"	"More Or Less"
26202	"Lt High School"	"More Or Less"
26203	"High School"	"Satisfied"
26204	"Lt High School"	"Satisfied"
26205	"Junior College"	"More Or Less"
26206	"High School"	"Not At All Sat"
26207	"High School"	"Not At All Sat"
26209	"Lt High School"	"More Or Less"
26210	"Lt High School"	"Not At All Sat"
26211	"High School"	"Not At All Sat"
26212	"Lt High School"	"Satisfied"
26213	"High School"	"Not At All Sat"
26214	"Bachelor"	"More Or Less"
26215	"Lt High School"	"Satisfied"
26216	"High School"	"Not At All Sat"
26217	"High School"	"Not At All Sat"
26218	"High School"	"Not At All Sat"
26219	"Junior College"	"Not At All Sat"
26220	"Junior College"	"Not At All Sat"
26221	"High School"	"Not At All Sat"
26222	"High School"	"Not At All Sat"
26223	"High School"	"More Or Less"
26224	"High School"	"More Or Less"
26225	"Bachelor"	"Satisfied"
26226	"High School"	"Not At All Sat"
26227	"Junior College"	"Satisfied"
26228	"High School"	"More Or Less"
26229	"High School"	"Not At All Sat"
26230	"Bachelor"	"Not At All Sat"
26231	"High School"	"More Or Less"
26232	"High School"	"Not At All Sat"
26233	"Graduate"	"More Or Less"
26234	"Bachelor"	"More Or Less"
26235	"High School"	"Satisfied"
26236	"High School"	"More Or Less"
26237	"High School"	"Satisfied"
26238	"High School"	"Satisfied"
26239	"High School"	"More Or Less"
26240	"High School"	"Not At All Sat"
26241	"Graduate"	"More Or Less"
26242	"Bachelor"	"Not At All Sat"
26243	"Bachelor"	"Not At All Sat"
26244	"High School"	"More Or Less"
26245	"High School"	"Satisfied"
26246	"Lt High School"	"More Or Less"
26247	"Bachelor"	"More Or Less"
26248	"High School"	"Satisfied"
26249	"Lt High School"	"Not At All Sat"
26250	"Lt High School"	"Not At All Sat"
26251	"Bachelor"	"More Or Less"
26252	"High School"	"More Or Less"
26253	"High School"	"Not At All Sat"
26254	"High School"	"Not At All Sat"
26255	"High School"	"More Or Less"
26256	"Lt High School"	"Not At All Sat"
26257	"High School"	"Satisfied"
26258	"Junior College"	"Satisfied"
26259	"High School"	"More Or Less"
26260	"High School"	"More Or Less"
26261	"High School"	"Not At All Sat"
26262	"High School"	"More Or Less"
26263	"Lt High School"	"Satisfied"
26264	"High School"	"More Or Less"
26265	"High School"	"More Or Less"
26266	"High School"	"More Or Less"
26267	"Graduate"	"Not At All Sat"
26268	"Graduate"	"More Or Less"
26269	"Bachelor"	"More Or Less"
26270	"High School"	"More Or Less"
26271	"Lt High School"	"Not At All Sat"
26272	"Lt High School"	"Satisfied"
26273	"Bachelor"	"More Or Less"
26274	"Lt High School"	"More Or Less"
26275	"High School"	"Satisfied"
26276	"Lt High School"	"More Or Less"
26277	"High School"	"Satisfied"
26278	"High School"	"More Or Less"
26279	"High School"	"More Or Less"
26280	"High School"	"More Or Less"
26281	"High School"	"Satisfied"
26282	"Junior College"	"Satisfied"
26283	"Lt High School"	"Satisfied"
26284	"Junior College"	"Satisfied"
26286	"Junior College"	"More Or Less"
26287	"Lt High School"	"Not At All Sat"
26288	"High School"	"More Or Less"
26289	"Lt High School"	"Satisfied"
26290	"High School"	"More Or Less"
26291	"High School"	"Not At All Sat"
26292	"High School"	"Not At All Sat"
26293	"High School"	"Not At All Sat"
26294	"Graduate"	"Satisfied"
26295	"Graduate"	"Satisfied"
26296	"High School"	"Satisfied"
26297	"Bachelor"	"Not At All Sat"
26298	"High School"	"Not At All Sat"
26299	"High School"	"Satisfied"
26300	"Bachelor"	"Satisfied"
26301	"Graduate"	"Satisfied"
26302	"High School"	"Not At All Sat"
26303	"High School"	"Not At All Sat"
26304	"High School"	"More Or Less"
26305	"Lt High School"	"More Or Less"
26306	"High School"	"Satisfied"
26307	"Lt High School"	"More Or Less"
26308	"Junior College"	"Not At All Sat"
26309	"High School"	"More Or Less"
26310	"High School"	"More Or Less"
26311	"Lt High School"	"More Or Less"
26312	"Bachelor"	"Satisfied"
26313	"High School"	"Satisfied"
26314	"Graduate"	"Not At All Sat"
26315	"Bachelor"	"Not At All Sat"
26316	"Graduate"	"Not At All Sat"
26318	"High School"	"Not At All Sat"
26319	"High School"	"Not At All Sat"
26320	"Graduate"	"Satisfied"
26321	"High School"	"More Or Less"
26322	"High School"	"Satisfied"
26323	"High School"	"Satisfied"
26324	"Lt High School"	"More Or Less"
26325	"High School"	"More Or Less"
26326	"High School"	"Not At All Sat"
26327	"High School"	"Not At All Sat"
26328	"Bachelor"	"More Or Less"
26329	"High School"	"More Or Less"
26330	"High School"	"Satisfied"
26331	"High School"	"Not At All Sat"
26332	"High School"	"Not At All Sat"
26333	"Lt High School"	"Not At All Sat"
26334	"Junior College"	"Not At All Sat"
26335	"Lt High School"	"More Or Less"
26336	"High School"	"Not At All Sat"
26337	"Lt High School"	"Not At All Sat"
26338	"High School"	"More Or Less"
26339	"High School"	"Not At All Sat"
26340	"Lt High School"	"More Or Less"
26341	"High School"	"More Or Less"
26342	"Bachelor"	"Satisfied"
26343	"High School"	"More Or Less"
26344	"High School"	"Satisfied"
26345	"High School"	"More Or Less"
26346	"Junior College"	"More Or Less"
26347	"Bachelor"	"Not At All Sat"
26348	"Bachelor"	"Satisfied"
26349	"Bachelor"	"More Or Less"
26350	"High School"	"Not At All Sat"
26351	"Graduate"	"Not At All Sat"
26352	"Lt High School"	"Not At All Sat"
26353	"High School"	"Not At All Sat"
26354	"Lt High School"	"Satisfied"
26355	"Lt High School"	"More Or Less"
26356	"High School"	"Not At All Sat"
26357	"Lt High School"	"More Or Less"
26358	"High School"	"Not At All Sat"
26359	"High School"	"Not At All Sat"
26360	"Junior College"	"Satisfied"
26361	"High School"	"Not At All Sat"
26362	"High School"	"Not At All Sat"
26363	"Lt High School"	"More Or Less"
26364	"Lt High School"	"More Or Less"
26365	"High School"	"Not At All Sat"
26366	"High School"	"Not At All Sat"
26367	"Lt High School"	"More Or Less"
26368	"High School"	"Not At All Sat"
26369	"High School"	"Satisfied"
26370	"Lt High School"	"More Or Less"
26371	"Bachelor"	"More Or Less"
26372	"High School"	"Satisfied"
26373	"Lt High School"	"Satisfied"
26374	"High School"	"More Or Less"
26375	"High School"	"Not At All Sat"
26376	"Lt High School"	"Satisfied"
26377	"High School"	"Not At All Sat"
26378	"High School"	"More Or Less"
26380	"Lt High School"	"Not At All Sat"
26381	"Lt High School"	"More Or Less"
26382	"Bachelor"	"Satisfied"
26383	"High School"	"More Or Less"
26384	"Bachelor"	"Satisfied"
26385	"Bachelor"	"More Or Less"
26386	"Bachelor"	"More Or Less"
26387	"High School"	"More Or Less"
26388	"Bachelor"	"More Or Less"
26389	"High School"	"Satisfied"
26390	"High School"	"More Or Less"
26391	"Graduate"	"More Or Less"
26392	"High School"	"More Or Less"
26393	"High School"	"More Or Less"
26394	"High School"	"More Or Less"
26395	"Graduate"	"More Or Less"
26396	"High School"	"Not At All Sat"
26397	"Bachelor"	"Not At All Sat"
26398	"High School"	"Not At All Sat"
26399	"High School"	"Not At All Sat"
26400	"High School"	"More Or Less"
26401	"Lt High School"	"Satisfied"
26402	"Lt High School"	"Not At All Sat"
26403	"High School"	"Not At All Sat"
26404	"Bachelor"	"Not At All Sat"
26405	"High School"	"More Or Less"
26406	"Lt High School"	"More Or Less"
26407	"High School"	"Satisfied"
26408	"Junior College"	"More Or Less"
26410	"Lt High School"	"Not At All Sat"
26411	"Junior College"	"More Or Less"
26412	"High School"	"Satisfied"
26413	"Bachelor"	"More Or Less"
26414	"Bachelor"	"Not At All Sat"
26415	"High School"	"More Or Less"
26416	"High School"	"More Or Less"
26417	"High School"	"More Or Less"
26418	"High School"	"More Or Less"
26419	"Junior College"	"Satisfied"
26420	"Graduate"	"More Or Less"
26421	"High School"	"Not At All Sat"
26422	"High School"	"More Or Less"
26423	"Graduate"	"Satisfied"
26424	"High School"	"More Or Less"
26425	"Junior College"	"Not At All Sat"
26426	"High School"	"More Or Less"
26427	"Lt High School"	"Not At All Sat"
26428	"High School"	"More Or Less"
26429	"High School"	"Not At All Sat"
26430	"High School"	"More Or Less"
26431	"Bachelor"	"More Or Less"
26432	"Graduate"	"More Or Less"
26433	"High School"	"Satisfied"
26434	"Lt High School"	"Not At All Sat"
26435	"Lt High School"	"More Or Less"
26436	"Junior College"	"Not At All Sat"
26437	"High School"	"Satisfied"
26438	"Lt High School"	"Not At All Sat"
26439	"Lt High School"	"Satisfied"
26440	"High School"	"Satisfied"
26441	"High School"	"Not At All Sat"
26442	"High School"	"Not At All Sat"
26443	"High School"	"Satisfied"
26444	"Lt High School"	"Not At All Sat"
26445	"Junior College"	"More Or Less"
26446	"High School"	"More Or Less"
26447	"High School"	"More Or Less"
26448	"Bachelor"	"Not At All Sat"
26449	"High School"	"Satisfied"
26450	"Lt High School"	"Not At All Sat"
26451	"Bachelor"	"Not At All Sat"
26452	"Bachelor"	"More Or Less"
26453	"High School"	"Not At All Sat"
26454	"Bachelor"	"Satisfied"
26455	"Lt High School"	"More Or Less"
26456	"High School"	"Not At All Sat"
26457	"High School"	"More Or Less"
26458	"High School"	"Not At All Sat"
26459	"High School"	"More Or Less"
26460	"Lt High School"	"Not At All Sat"
26461	"Graduate"	"Satisfied"
26462	"Bachelor"	"Satisfied"
26463	"Bachelor"	"Satisfied"
26464	"Graduate"	"Satisfied"
26465	"High School"	"Satisfied"
26466	"High School"	"Satisfied"
26467	"High School"	"Satisfied"
26468	"High School"	"More Or Less"
26469	"High School"	"More Or Less"
26470	"Bachelor"	"Not At All Sat"
26471	"High School"	"Satisfied"
26472	"Bachelor"	"Satisfied"
26473	"High School"	"Satisfied"
26474	"Graduate"	"Satisfied"
26475	"Bachelor"	"Satisfied"
26476	"Lt High School"	"Satisfied"
26477	"Graduate"	"More Or Less"
26478	"Graduate"	"Satisfied"
26479	"Graduate"	"Satisfied"
26480	"Graduate"	"More Or Less"
26482	"Graduate"	"More Or Less"
26483	"Bachelor"	"Satisfied"
26484	"Bachelor"	"More Or Less"
26485	"Lt High School"	"Satisfied"
26486	"Bachelor"	"Not At All Sat"
26487	"Graduate"	"More Or Less"
26488	"High School"	"Not At All Sat"
26489	"High School"	"Not At All Sat"
26490	"High School"	"More Or Less"
26491	"Graduate"	"More Or Less"
